id,clave,institucion,tipo_cliente,promotor,modo,monto_solicitado,letra_solicitada,plazo_solicitado,itbms_fuera,interes_compuesto,ESPERADO_cuotas,ESPERADO_letra_quincenal,ESPERADO_suma_recibir,ESPERADO_itbms,ESPERADO_intereses,ESPERADO_comision_admin,ESPERADO_comision_promotor,ESPERADO_servicio_descuento,ESPERADO_timbres,ESPERADO_notaria,ESPERADO_feci,ESPERADO_obligacion_neta,ESPERADO_total_pagar,ESPERADO_tir_ref
328,G9,Contraloria General,4,Referido $100,letra,,100,60,0,0,48,100,4061.03,72.33,4298.69,1033.34,200,0,9.6,-74.99,0,4133.36,9600,0.392379
329,G9,Contraloria General,4,Referido $100,letra,,300,24,0,0,24,300,7820.12,139.29,4138.89,1989.85,200,0,14.4,-75,172.45,7959.41,14400,0.448271
330,G9,Contraloria General,4,Referido $100,letra,,300,60,0,0,48,300,12062.1,214.85,12768.02,3069.24,200,0,28.9,-75.11,532,12276.95,28800,0.411285
331,G9,Contraloria General,5,Completo,monto,1000,,24,0,0,24,39.51,1000,17.81,529.26,254.45,68.28,0,1.9,25,0,1017.81,1896.7,0.407515
332,G9,Contraloria General,5,Completo,monto,1000,,60,0,0,36,30.16,1000,17.81,793.89,254.45,78.17,0,2.2,25,0,1017.81,2171.52,0.385477
333,G9,Contraloria General,5,Completo,monto,5000,,24,0,0,24,197.8,5000,89.06,2646.31,1272.27,341.79,0,9.5,25,110.26,5089.06,9494.19,0.425842
334,G9,Contraloria General,5,Completo,monto,5000,,60,0,0,60,115.82,5000,89.06,6717.55,1272.27,500.33,0,13.9,25,279.9,5089.06,13898.01,0.370635
335,G9,Contraloria General,5,Completo,monto,12000,,24,0,0,24,473.95,12000,213.74,6351.14,3053.44,818.99,0,22.8,25,264.63,12213.74,22749.74,0.426941
336,G9,Contraloria General,5,Completo,monto,12000,,60,0,0,60,277.66,12000,213.74,16122.13,3053.44,1199.48,0,33.4,25,671.76,12213.74,33318.95,0.3715
337,G9,Contraloria General,5,Completo,letra,,100,24,0,0,24,100,2551.95,45.45,1350.64,649.35,172.8,0,4.8,25.01,0,2597.4,4800,0.413215
338,G9,Contraloria General,5,Completo,letra,,100,60,0,0,36,100,3343.69,59.56,2654.53,850.81,259.2,0,7.2,25.01,0,3403.25,7200,0.391328
339,G9,Contraloria General,5,Completo,letra,,300,24,0,0,24,300,7590.68,135.2,4017.45,1931.47,518.4,0,14.4,25.01,167.39,7725.88,14400,0.426478
340,G9,Contraloria General,5,Completo,letra,,300,60,0,0,36,300,9896.84,176.28,7857.03,2518.28,777.6,0,21.7,24.89,327.38,10073.12,21600,0.403981
341,G9,Contraloria General,5,Baja,monto,1000,,24,0,0,24,38.47,1000,17.81,529.26,254.45,18.47,0,1.9,25,0,1017.81,1846.89,0.425637
342,G9,Contraloria General,5,Baja,monto,1000,,60,0,0,36,29.37,1000,17.81,793.89,254.45,21.14,0,2.2,25,0,1017.81,2114.49,0.404471
343,G9,Contraloria General,5,Baja,monto,5000,,24,0,0,24,192.6,5000,89.06,2646.31,1272.27,92.45,0,9.3,25,110.26,5089.06,9244.65,0.445211
344,G9,Contraloria General,5,Baja,monto,5000,,60,0,0,60,112.77,5000,89.06,6717.55,1272.27,135.33,0,13.6,25,279.9,5089.06,13532.71,0.393066
345,G9,Contraloria General,5,Baja,monto,12000,,24,0,0,24,461.49,12000,213.74,6351.14,3053.44,221.52,0,22.2,25,264.63,12213.74,22151.67,0.446392
346,G9,Contraloria General,5,Baja,monto,12000,,60,0,0,60,270.36,12000,213.74,16122.13,3053.44,324.43,0,32.5,25,671.76,12213.74,32443,0.394052
347,G9,Contraloria General,5,Baja,letra,,100,24,0,0,24,100,2621.22,46.69,1387.31,666.98,48,0,4.8,25,0,2667.91,4800,0.431882
348,G9,Contraloria General,5,Baja,letra,,100,60,0,0,36,100,3434.3,61.17,2726.46,873.87,72,0,7.2,25,0,3495.47,7200,0.410798
349,G9,Contraloria General,5,Baja,letra,,300,24,0,0,24,300,7795.99,138.86,4126.12,1983.71,144,0,14.4,25,171.92,7934.85,14400,0.445937
350,G9,Contraloria General,5,Baja,letra,,300,60,0,0,36,300,10164.36,181.04,8069.41,2586.35,216,0,21.6,25.01,336.23,10345.4,21600,0.424364
351,G9,Contraloria General,5,Referido $100,monto,1000,,24,0,0,24,42.26,1000,17.81,529.26,254.45,200,0,2,25,0,1017.81,2028.52,0.366275
352,G9,Contraloria General,5,Referido $100,monto,1000,,60,0,0,36,31.85,1000,17.81,793.89,254.45,200,0,2.2,25,0,1017.81,2293.35,0.350471
353,G9,Contraloria General,5,Referido $100,monto,5000,,24,0,0,24,194.84,5000,89.06,2646.31,1272.27,200,0,9.3,25,110.26,5089.06,9352.2,0.436643
354,G9,Contraloria General,5,Referido $100,monto,5000,,60,0,0,60,113.31,5000,89.06,6717.55,1272.27,200,0,13.5,25,279.9,5089.06,13597.28,0.3889
355,G9,Contraloria General,5,Referido $100,monto,12000,,24,0,0,24,461.04,12000,213.74,6351.14,3053.44,200,0,22.1,25,264.63,12213.74,22130.05,0.44713
356,G9,Contraloria General,5,Referido $100,monto,12000,,60,0,0,60,269.32,12000,213.74,16122.13,3053.44,200,0,32.3,25,671.76,12213.74,32318.37,0.397495
357,G9,Contraloria General,5,Referido $100,letra,,100,24,0,0,24,100,2592.36,46.17,1372.03,659.63,200,0,4.8,-74.99,0,2638.53,4800,0.424021
358,G9,Contraloria General,5,Referido $100,letra,,100,60,0,0,36,100,3420.75,60.93,2715.71,870.42,200,0,7.3,-75.11,0,3481.68,7200,0.40783
359,G9,Contraloria General,5,Referido $100,letra,,300,24,0,0,24,300,7820.12,139.29,4138.89,1989.85,200,0,14.4,-75,172.45,7959.41,14400,0.448271
360,G9,Contraloria General,5,Referido $100,letra,,300,60,0,0,36,300,10219.62,182.03,8113.28,2600.41,200,0,21.6,-74.99,338.05,10401.65,21600,0.428697
361,G9,Contraloria General,6,Completo,monto,1000,,24,0,0,24,40.01,1000,17.81,529.26,254.45,92.19,0,2,25,0,1017.81,1920.71,0.399296
362,G9,Contraloria General,6,Completo,monto,1000,,60,0,0,60,23.14,1000,17.81,1343.5,254.45,133.29,0,2.8,25,0,1017.81,2776.85,0.345242
363,G9,Contraloria General,6,Completo,monto,5000,,24,0,0,24,200.29,5000,89.06,2646.31,1272.27,461.47,0,9.7,25,110.26,5089.06,9614.07,0.417092
364,G9,Contraloria General,6,Completo,monto,5000,,60,0,0,60,117.28,5000,89.06,6717.55,1272.27,675.52,0,14.1,25,279.9,5089.06,14073.4,0.360773
365,G9,Contraloria General,6,Completo,monto,12000,,24,0,0,24,479.93,12000,213.74,6351.14,3053.44,1105.76,0,23.1,25,264.63,12213.74,23036.81,0.418199
366,G9,Contraloria General,6,Completo,monto,12000,,60,0,0,60,281.16,12000,213.74,16122.13,3053.44,1619.49,0,33.8,25,671.76,12213.74,33739.36,0.361602
367,G9,Contraloria General,6,Completo,letra,,100,24,0,0,24,100,2519.97,44.88,1333.72,641.21,230.4,0,4.8,25.02,0,2564.85,4800,0.404821
368,G9,Contraloria General,6,Completo,letra,,100,60,0,0,60,100,4353.2,77.54,5848.57,1107.69,576,0,12,25,0,4430.74,12000,0.350566
369,G9,Contraloria General,6,Completo,letra,,300,24,0,0,24,300,7495.92,133.52,3967.3,1907.36,691.2,0,14.5,24.9,165.3,7629.44,14400,0.417736
370,G9,Contraloria General,6,Completo,letra,,300,60,0,0,60,300,12804.69,228.07,17203.24,3258.19,1728,0,36,25.01,716.8,13032.76,36000,0.361644
371,G9,Contraloria General,6,Baja,monto,1000,,24,0,0,24,38.86,1000,17.81,529.26,254.45,37.31,0,1.9,25,0,1017.81,1865.73,0.418512
372,G9,Contraloria General,6,Baja,monto,1000,,60,0,0,60,22.48,1000,17.81,1343.5,254.45,53.95,0,2.7,25,0,1017.81,2697.41,0.367131
373,G9,Contraloria General,6,Baja,monto,5000,,24,0,0,24,194.56,5000,89.06,2646.31,1272.27,186.78,0,9.4,25,110.26,5089.06,9339.08,0.437637
374,G9,Contraloria General,6,Baja,monto,5000,,60,0,0,60,113.92,5000,89.06,6717.55,1272.27,273.42,0,13.7,25,279.9,5089.06,13670.9,0.384234
375,G9,Contraloria General,6,Baja,monto,12000,,24,0,0,24,466.21,12000,213.74,6351.14,3053.44,447.56,0,22.4,25,264.63,12213.74,22377.91,0.43884
376,G9,Contraloria General,6,Baja,monto,12000,,60,0,0,60,273.12,12000,213.74,16122.13,3053.44,655.49,0,32.8,25,671.76,12213.74,32774.36,0.385187
377,G9,Contraloria General,6,Baja,letra,,100,24,0,0,24,100,2594.58,46.21,1373.21,660.2,96,0,4.8,25,0,2640.79,4800,0.424625
378,G9,Contraloria General,6,Baja,letra,,100,60,0,0,60,100,4481.65,79.83,6021.15,1140.37,240,0,12,25,0,4561.48,12000,0.373011
379,G9,Contraloria General,6,Baja,letra,,300,24,0,0,24,300,7717.02,137.45,4084.32,1963.62,288,0,14.4,25.01,170.18,7854.47,14400,0.438368
380,G9,Contraloria General,6,Baja,letra,,300,60,0,0,60,300,13181.97,234.79,17710.12,3354.19,720,0,36,25.01,737.92,13416.76,36000,0.385247
381,G9,Contraloria General,6,Referido $100,monto,1000,,24,0,0,24,42.26,1000,17.81,529.26,254.45,200,0,2,25,0,1017.81,2028.52,0.366275
382,G9,Contraloria General,6,Referido $100,monto,1000,,60,0,0,60,23.7,1000,17.81,1343.5,254.45,200,0,2.8,25,0,1017.81,2843.56,0.32898
383,G9,Contraloria General,6,Referido $100,monto,5000,,24,0,0,24,194.84,5000,89.06,2646.31,1272.27,200,0,9.3,25,110.26,5089.06,9352.2,0.436643
384,G9,Contraloria General,6,Referido $100,monto,5000,,60,0,0,60,113.31,5000,89.06,6717.55,1272.27,200,0,13.5,25,279.9,5089.06,13597.28,0.3889
385,G9,Contraloria General,6,Referido $100,monto,12000,,24,0,0,24,461.04,12000,213.74,6351.14,3053.44,200,0,22.1,25,264.63,12213.74,22130.05,0.44713
386,G9,Contraloria General,6,Referido $100,monto,12000,,60,0,0,60,269.32,12000,213.74,16122.13,3053.44,200,0,32.3,25,671.76,12213.74,32318.37,0.397495
387,G9,Contraloria General,6,Referido $100,letra,,100,24,0,0,24,100,2592.36,46.17,1372.03,659.63,200,0,4.8,-74.99,0,2638.53,4800,0.424021
388,G9,Contraloria General,6,Referido $100,letra,,100,60,0,0,60,100,4535.17,80.78,6093.05,1153.99,200,0,12,-74.99,0,4615.95,12000,0.382856
389,G9,Contraloria General,6,Referido $100,letra,,300,24,0,0,24,300,7820.12,139.29,4138.89,1989.85,200,0,14.4,-75,172.45,7959.41,14400,0.448271
390,G9,Contraloria General,6,Referido $100,letra,,300,60,0,0,60,300,13414.03,238.93,18021.9,3413.24,200,0,36.1,-75.11,750.91,13652.96,36000,0.400681
391,G9,Contraloria General,7,Completo,monto,1000,,24,0,0,11,72.77,1000,17.81,244.27,254.45,57.63,0,1.7,25,0,1017.81,1600.86,0.452574
392,G9,Contraloria General,7,Completo,monto,1000,,60,0,0,11,72.77,1000,17.81,244.27,254.45,57.63,0,1.7,25,0,1017.81,1600.86,0.452574
393,G9,Contraloria General,7,Completo,monto,5000,,24,0,0,24,197.8,5000,89.06,2646.31,1272.27,341.79,0,9.5,25,110.26,5089.06,9494.19,0.425842
394,G9,Contraloria General,7,Completo,monto,5000,,60,0,0,60,115.82,5000,89.06,6717.55,1272.27,500.33,0,13.9,25,279.9,5089.06,13898.01,0.370635
395,G9,Contraloria General,7,Completo,monto,12000,,24,0,0,24,473.95,12000,213.74,6351.14,3053.44,818.99,0,22.8,25,264.63,12213.74,22749.74,0.426941
396,G9,Contraloria General,7,Completo,monto,12000,,60,0,0,60,277.66,12000,213.74,16122.13,3053.44,1199.48,0,33.4,25,671.76,12213.74,33318.95,0.3715
397,G9,Contraloria General,7,Completo,letra,,100,24,0,0,11,100,1380.51,24.59,337.22,351.28,79.2,0,2.2,25,0,1405.1,2200,0.455508
398,G9,Contraloria General,7,Completo,letra,,100,60,0,0,11,100,1380.51,24.59,337.22,351.28,79.2,0,2.2,25,0,1405.1,2200,0.455508
399,G9,Contraloria General,7,Completo,letra,,300,24,0,0,11,300,4174.5,74.35,1019.72,1062.21,237.6,0,6.6,25.02,0,4248.85,6600,0.460801
400,G9,Contraloria General,7,Completo,letra,,300,60,0,0,11,300,4174.5,74.35,1019.72,1062.21,237.6,0,6.6,25.02,0,4248.85,6600,0.460801
401,G9,Contraloria General,7,Baja,monto,1000,,24,0,0,11,71.56,1000,17.81,244.27,254.45,31.49,0,1.6,25,0,1017.81,1574.62,0.463259
402,G9,Contraloria General,7,Baja,monto,1000,,60,0,0,11,71.56,1000,17.81,244.27,254.45,31.49,0,1.6,25,0,1017.81,1574.62,0.463259
403,G9,Contraloria General,7,Baja,monto,5000,,24,0,0,24,194.56,5000,89.06,2646.31,1272.27,186.78,0,9.4,25,110.26,5089.06,9339.08,0.437637
404,G9,Contraloria General,7,Baja,monto,5000,,60,0,0,60,113.92,5000,89.06,6717.55,1272.27,273.42,0,13.7,25,279.9,5089.06,13670.9,0.384234
405,G9,Contraloria General,7,Baja,monto,12000,,24,0,0,24,466.21,12000,213.74,6351.14,3053.44,447.56,0,22.4,25,264.63,12213.74,22377.91,0.43884
406,G9,Contraloria General,7,Baja,monto,12000,,60,0,0,60,273.12,12000,213.74,16122.13,3053.44,655.49,0,32.8,25,671.76,12213.74,32774.36,0.385187
407,G9,Contraloria General,7,Baja,letra,,100,24,0,0,11,100,1403.72,25,342.89,357.18,44,0,2.2,25.01,0,1428.72,2200,0.466735
408,G9,Contraloria General,7,Baja,letra,,100,60,0,0,11,100,1403.72,25,342.89,357.18,44,0,2.2,25.01,0,1428.72,2200,0.466735
409,G9,Contraloria General,7,Baja,letra,,300,24,0,0,11,300,4244.14,75.6,1036.73,1079.94,132,0,6.7,24.89,0,4319.74,6600,0.47212
410,G9,Contraloria General,7,Baja,letra,,300,60,0,0,11,300,4244.14,75.6,1036.73,1079.94,132,0,6.7,24.89,0,4319.74,6600,0.47212
411,G9,Contraloria General,7,Referido $100,monto,1000,,24,0,0,11,79.23,1000,17.81,244.27,254.45,200,0,1.7,25,0,1017.81,1743.23,0.400599
412,G9,Contraloria General,7,Referido $100,monto,1000,,60,0,0,11,79.23,1000,17.81,244.27,254.45,200,0,1.7,25,0,1017.81,1743.23,0.400599
413,G9,Contraloria General,7,Referido $100,monto,5000,,24,0,0,24,194.84,5000,89.06,2646.31,1272.27,200,0,9.3,25,110.26,5089.06,9352.2,0.436643
414,G9,Contraloria General,7,Referido $100,monto,5000,,60,0,0,60,113.31,5000,89.06,6717.55,1272.27,200,0,13.5,25,279.9,5089.06,13597.28,0.3889
415,G9,Contraloria General,7,Referido $100,monto,12000,,24,0,0,24,461.04,12000,213.74,6351.14,3053.44,200,0,22.1,25,264.63,12213.74,22130.05,0.44713
416,G9,Contraloria General,7,Referido $100,monto,12000,,60,0,0,60,269.32,12000,213.74,16122.13,3053.44,200,0,32.3,25,671.76,12213.74,32318.37,0.397495
417,G9,Contraloria General,7,Referido $100,letra,,100,24,0,0,11,100,1366.8,24.35,333.87,347.79,200,0,2.3,-75.11,0,1391.15,2200,0.448951
418,G9,Contraloria General,7,Referido $100,letra,,100,60,0,0,11,100,1366.8,24.35,333.87,347.79,200,0,2.3,-75.11,0,1391.15,2200,0.448951
419,G9,Contraloria General,7,Referido $100,letra,,300,24,0,0,11,300,4265.24,75.97,1041.89,1085.3,200,0,6.7,-75.1,0,4341.21,6600,0.475582
420,G9,Contraloria General,7,Referido $100,letra,,300,60,0,0,11,300,4265.24,75.97,1041.89,1085.3,200,0,6.7,-75.1,0,4341.21,6600,0.475582
421,G10,Contraloria General,1,Completo,monto,1000,,24,0,0,24,37.97,1000,25.12,266.53,358.79,91.16,54.69,1.9,25,0,1025.12,1823.19,0.305772
422,G10,Contraloria General,1,Completo,monto,1000,,60,0,0,60,18.91,1000,25.12,676.57,358.79,113.46,68.08,2.3,25,0,1025.12,2269.32,0.225254
423,G10,Contraloria General,1,Completo,monto,5000,,24,0,0,24,190.16,5000,125.58,1332.65,1793.95,456.38,273.83,9.2,25,111.05,5125.58,9127.64,0.321633
424,G10,Contraloria General,1,Completo,monto,5000,,60,0,0,60,96.2,5000,125.58,3382.88,1793.95,577.22,346.33,11.6,25,281.91,5125.58,11544.47,0.239196
425,G10,Contraloria General,1,Completo,monto,12000,,24,0,0,24,455.59,12000,301.38,3198.35,4305.48,1093.4,656.04,21.9,25,266.53,12301.38,21868.08,0.322477
426,G10,Contraloria General,1,Completo,monto,12000,,60,0,0,60,230.57,12000,301.38,8118.91,4305.48,1383.42,830.05,27.7,25,676.58,12301.38,27668.52,0.239775
427,G10,Contraloria General,1,Completo,letra,,100,24,0,0,24,100,2657.6,66.75,708.33,953.52,240,144,4.8,25,0,2724.35,4800,0.310314
428,G10,Contraloria General,1,Completo,letra,,100,60,0,0,60,100,5197.79,130.54,3516.69,1864.92,600,360,12,25,293.06,5328.33,12000,0.239252
429,G10,Contraloria General,1,Completo,letra,,300,24,0,0,24,300,7896.83,198.33,2104.74,2833.31,720,432,14.5,24.89,175.4,8095.16,14400,0.322159
430,G10,Contraloria General,1,Completo,letra,,300,60,0,0,60,300,15616.98,392.23,10566.07,5603.22,1800,1080,36.1,24.89,880.51,16009.21,36000,0.23987
431,G10,Contraloria General,1,Baja,monto,1000,,24,0,0,24,36.78,1000,25.12,266.53,358.79,35.31,52.96,1.8,25,0,1025.12,1765.51,0.320892
432,G10,Contraloria General,1,Baja,monto,1000,,60,0,0,60,18.3,1000,25.12,676.57,358.79,43.95,65.93,2.2,25,0,1025.12,2197.56,0.237428
433,G10,Contraloria General,1,Baja,monto,5000,,24,0,0,24,184.15,5000,125.58,1332.65,1793.95,176.78,265.17,8.9,25,111.05,5125.58,8839.08,0.337518
434,G10,Contraloria General,1,Baja,monto,5000,,60,0,0,60,93.16,5000,125.58,3382.88,1793.95,223.59,335.38,11.2,25,281.91,5125.58,11179.49,0.252836
435,G10,Contraloria General,1,Baja,monto,12000,,24,0,0,24,441.18,12000,301.38,3198.35,4305.48,423.54,635.3,21.2,25,266.53,12301.38,21176.78,0.338394
436,G10,Contraloria General,1,Baja,monto,12000,,60,0,0,60,223.28,12000,301.38,8118.91,4305.48,535.88,803.82,26.8,25,676.58,12301.38,26793.85,0.253454
437,G10,Contraloria General,1,Baja,letra,,100,24,0,0,24,100,2744.85,68.94,731.58,984.83,96,144,4.8,25,0,2813.79,4800,0.325526
438,G10,Contraloria General,1,Baja,letra,,100,60,0,0,60,100,5367.85,134.82,3631.76,1925.93,240,360,12.1,24.89,302.65,5502.67,12000,0.252921
439,G10,Contraloria General,1,Baja,letra,,300,24,0,0,24,300,8155.1,204.82,2173.57,2925.97,288,432,14.4,25.01,181.13,8359.92,14400,0.338099
440,G10,Contraloria General,1,Baja,letra,,300,60,0,0,60,300,16127.16,405.04,10911.25,5786.27,720,1080,36,25.01,909.27,16532.2,36000,0.25357
441,G10,Contraloria General,1,Referido $100,monto,1000,,24,0,0,24,40.26,1000,25.12,266.53,358.79,200,54.97,1.9,25,0,1025.12,1932.31,0.281516
442,G10,Contraloria General,1,Referido $100,monto,1000,,60,0,0,60,19.63,1000,25.12,676.57,358.79,200,67.66,2.3,25,0,1025.12,2355.44,0.212001
443,G10,Contraloria General,1,Referido $100,monto,5000,,24,0,0,24,184.58,5000,125.58,1332.65,1793.95,200,262.79,8.8,25,111.05,5125.58,8859.82,0.336315
444,G10,Contraloria General,1,Referido $100,monto,5000,,60,0,0,60,92.93,5000,125.58,3382.88,1793.95,200,331.56,11.1,25,281.91,5125.58,11151.98,0.253925
445,G10,Contraloria General,1,Referido $100,monto,12000,,24,0,0,24,436.31,12000,301.38,3198.35,4305.48,200,625.29,20.9,25,266.53,12301.38,20942.93,0.344153
446,G10,Contraloria General,1,Referido $100,monto,12000,,60,0,0,60,220.37,12000,301.38,8118.91,4305.48,200,790.32,26.4,25,676.58,12301.38,26444.07,0.259397
447,G10,Contraloria General,1,Referido $100,letra,,100,24,0,0,24,100,2742.43,68.88,730.94,983.96,200,144,4.9,-75.11,0,2811.31,4800,0.325098
448,G10,Contraloria General,1,Referido $100,letra,,100,60,0,0,60,100,5433.98,136.48,3676.5,1949.66,200,360,12,-75,306.38,5570.46,12000,0.258425
449,G10,Contraloria General,1,Referido $100,letra,,300,24,0,0,24,300,8267.5,207.64,2203.53,2966.3,200,432,14.4,-75,183.63,8475.14,14400,0.345205
450,G10,Contraloria General,1,Referido $100,letra,,300,60,0,0,60,300,16420.05,412.39,11109.41,5891.35,200,1080,36,-74.98,925.78,16832.44,36000,0.261754
451,G10,Contraloria General,2,Completo,monto,1000,,24,0,0,24,41.41,1000,17.81,529.26,254.45,99.38,59.63,2,25,0,1017.81,1987.53,0.378278
452,G10,Contraloria General,2,Completo,monto,1000,,60,0,0,60,23.95,1000,17.81,1343.5,254.45,143.68,86.21,2.9,25,0,1017.81,2873.55,0.322144
453,G10,Contraloria General,2,Completo,monto,5000,,24,0,0,24,207.27,5000,89.06,2646.31,1272.27,497.44,298.46,10,25,110.26,5089.06,9948.8,0.394595
454,G10,Contraloria General,2,Completo,monto,5000,,60,0,0,60,121.36,5000,89.06,6717.55,1272.27,728.17,436.9,14.6,25,279.9,5089.06,14563.45,0.335914
455,G10,Contraloria General,2,Completo,monto,12000,,24,0,0,24,496.65,12000,213.74,6351.14,3053.44,1191.95,715.17,23.9,25,264.63,12213.74,23838.97,0.395603
456,G10,Contraloria General,2,Completo,monto,12000,,60,0,0,60,290.95,12000,213.74,16122.13,3053.44,1745.71,1047.42,35,25,671.76,12213.74,34914.2,0.336668
457,G10,Contraloria General,2,Completo,letra,,100,24,0,0,24,100,2434.71,43.37,1288.6,619.52,240,144,4.8,25,0,2478.08,4800,0.383093
458,G10,Contraloria General,2,Completo,letra,,100,60,0,0,60,100,4206.4,74.92,5651.34,1070.33,600,360,12,25.01,0,4281.32,12000,0.326768
459,G10,Contraloria General,2,Completo,letra,,300,24,0,0,24,300,7243.23,129.01,3833.56,1843.06,720,432,14.4,25.01,159.73,7372.24,14400,0.395119
460,G10,Contraloria General,2,Completo,letra,,300,60,0,0,60,300,12373.51,220.39,16623.94,3148.48,1800,1080,36,25.02,692.66,12593.9,36000,0.336688
461,G10,Contraloria General,2,Baja,monto,1000,,24,0,0,24,40.1,1000,17.81,529.26,254.45,38.49,57.74,2,25,0,1017.81,1924.75,0.398083
462,G10,Contraloria General,2,Baja,monto,1000,,60,0,0,60,23.19,1000,17.81,1343.5,254.45,55.65,83.48,2.8,25,0,1017.81,2782.69,0.343774
463,G10,Contraloria General,2,Baja,monto,5000,,24,0,0,24,200.71,5000,89.06,2646.31,1272.27,192.68,289.03,9.7,25,110.26,5089.06,9634.31,0.415649
464,G10,Contraloria General,2,Baja,monto,5000,,60,0,0,60,117.53,5000,89.06,6717.55,1272.27,282.06,423.09,14.2,25,279.9,5089.06,14103.13,0.359167
465,G10,Contraloria General,2,Baja,monto,12000,,24,0,0,24,480.94,12000,213.74,6351.14,3053.44,461.71,692.56,23.1,25,264.63,12213.74,23085.32,0.416756
466,G10,Contraloria General,2,Baja,monto,12000,,60,0,0,60,281.75,12000,213.74,16122.13,3053.44,676.21,1014.31,33.9,25,671.76,12213.74,33810.49,0.359978
467,G10,Contraloria General,2,Baja,letra,,100,24,0,0,24,100,2514.64,44.79,1330.9,639.86,96,144,4.8,25.01,0,2559.43,4800,0.403438
468,G10,Contraloria General,2,Baja,letra,,100,60,0,0,60,100,4344.03,77.37,5836.24,1105.35,240,360,12,25.01,0,4421.4,12000,0.349022
469,G10,Contraloria General,2,Baja,letra,,300,24,0,0,24,300,7480.12,133.23,3958.94,1903.34,288,432,14.4,25.01,164.96,7613.35,14400,0.416294
470,G10,Contraloria General,2,Baja,letra,,300,60,0,0,60,300,12777.74,227.59,17167.03,3251.33,720,1080,36,25.02,715.29,13005.33,36000,0.360023
471,G10,Contraloria General,2,Referido $100,monto,1000,,24,0,0,24,43.5,1000,17.81,529.26,254.45,200,59.64,2,25,0,1017.81,2088.16,0.35018
472,G10,Contraloria General,2,Referido $100,monto,1000,,60,0,0,60,24.4,1000,17.81,1343.5,254.45,200,84.85,2.9,25,0,1017.81,2928.51,0.310185
473,G10,Contraloria General,2,Referido $100,monto,5000,,24,0,0,24,200.81,5000,89.06,2646.31,1272.27,200,286.16,9.6,25,110.26,5089.06,9638.66,0.415386
474,G10,Contraloria General,2,Referido $100,monto,5000,,60,0,0,60,116.79,5000,89.06,6717.55,1272.27,200,417.45,14,25,279.9,5089.06,14015.23,0.363956
475,G10,Contraloria General,2,Referido $100,monto,12000,,24,0,0,24,475.25,12000,213.74,6351.14,3053.44,200,681.36,22.8,25,264.63,12213.74,22812.11,0.425011
476,G10,Contraloria General,2,Referido $100,monto,12000,,60,0,0,60,277.63,12000,213.74,16122.13,3053.44,200,996.47,33.3,25,671.76,12213.74,33315.84,0.371567
477,G10,Contraloria General,2,Referido $100,letra,,100,24,0,0,24,100,2512.42,44.75,1329.72,639.29,200,144,4.8,-74.98,0,2557.17,4800,0.402858
478,G10,Contraloria General,2,Referido $100,letra,,100,60,0,0,60,100,4397.55,78.33,5908.16,1118.97,200,360,12.1,-75.11,0,4475.88,12000,0.358134
479,G10,Contraloria General,2,Referido $100,letra,,300,24,0,0,24,300,7583.22,135.07,4013.51,1929.57,200,432,14.4,-75,167.23,7718.29,14400,0.425786
480,G10,Contraloria General,2,Referido $100,letra,,300,60,0,0,60,300,13009.8,231.73,17478.81,3310.38,200,1080,36,-75,728.28,13241.53,36000,0.374257
481,G10,Contraloria General,3,Completo,monto,1000,,24,0,0,24,38.39,1000,7.05,523.66,100.71,128.98,55.28,1.9,25,0,1007.05,1842.58,0.30078
482,G10,Contraloria General,3,Completo,monto,1000,,60,0,0,60,22.82,1000,7.05,1329.3,100.71,191.71,82.16,2.8,25,0,1007.05,2738.73,0.285271
483,G10,Contraloria General,3,Completo,monto,5000,,24,0,0,24,192.14,5000,35.25,2618.33,503.53,645.59,276.68,9.3,25,109.1,5035.25,9222.78,0.315746
484,G10,Contraloria General,3,Completo,monto,5000,,60,0,0,60,115.75,5000,35.25,6646.53,503.53,972.31,416.7,13.9,25,276.94,5035.25,13890.16,0.298374
485,G10,Contraloria General,3,Completo,monto,12000,,24,0,0,24,460.32,12000,84.59,6283.98,1208.46,1546.69,662.87,22.1,25,261.83,12084.59,22095.52,0.316571
486,G10,Contraloria General,3,Completo,monto,12000,,60,0,0,60,277.48,12000,84.59,15951.65,1208.46,2330.82,998.92,33.3,25,664.65,12084.59,33297.39,0.299048
487,G10,Contraloria General,3,Completo,letra,,100,24,0,0,24,100,2629.73,18.54,1377.1,264.83,336,144,4.8,25,0,2648.27,4800,0.304879
488,G10,Contraloria General,3,Completo,letra,,100,60,0,0,60,100,4416.39,31.13,5870.72,444.75,840,360,12,25.01,0,4447.52,12000,0.289575
489,G10,Contraloria General,3,Completo,letra,,300,24,0,0,24,300,7815.32,55.09,4092.61,787.04,1008,432,14.4,25.01,170.53,7870.41,14400,0.316263
490,G10,Contraloria General,3,Completo,letra,,300,60,0,0,60,300,12974.8,91.46,17247.46,1306.63,2520,1080,36,25.01,718.64,13066.26,36000,0.299081
491,G10,Contraloria General,3,Baja,monto,1000,,24,0,0,24,40.1,1000,17.81,529.26,254.45,38.49,57.74,2,25,0,1017.81,1924.75,0.398083
492,G10,Contraloria General,3,Baja,monto,1000,,60,0,0,60,23.19,1000,17.81,1343.5,254.45,55.65,83.48,2.8,25,0,1017.81,2782.69,0.343774
